,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_MAN_AT_ARMS,UNIT_LINE_INFANTRY,UNIT_TREBUCHET,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY,UNIT_VAMPIRE,UNIT_CULTIST,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_PORTUGUESE_NAU,UNIT_TAOIST
UNIT_MACEDONIAN_HYPASPIST, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 9.01, 4.08, 5.00, 4.08, 4.09, 4.08, 1.86, 1.86, 1.42, 4.14, 2.20, 100.00, 3.24, 1.14, 1.14, 1.14, 1.00, 1.00, 1.04, 100.00, 1.85, 0.74, 0.45, 0.86, 0.39, 0.88, 0.39, 0.54, 0.54, 100.00, 0.86, 0.26, 0.21, 0.26, 0.27, 0.19, 0.27, 0.25, 0.13, 0.15, 0.15, 0.09, 0.09, 100.00, 0.09, 0.13, 0.08, 100.00, 0.03, 0.06, 0.07, 0.05, 0.07, 0.05, 0.05, 0.07, 0.05, 0.01, 0.02, 0.02, 82.58, 0.04, 0.06, 0.04, 0.05, 0.03, 0.04, 0.04, 82.58, 0.01, 0.02, 0.03, 0.05, 0.03, 0.54, 0.11, 0.54, 2.20, 0.19, 0.38, 0.15, 1.16, 1.00, 1.14, 0.70, 0.05, 0.86, 0.17, 0.05, 0.13, 0.43, 0.45, 0.45, 5.02, 0.04, 100.00, 0.39, 100.00, 0.84, 0.54, 0.13, 0.01, 100.00, 0.09, 0.43, 0.14, 0.76, 0.31, 1.00, 0.27, 1.26, 0.18, 0.19, 1.33, 2.20, 100.00, 0.15, 1.25, 0.39, 2.76, 0.43, 0.45, 4.08, 100.00, 5.23, 0.26, 100.00
UNIT_MACEDONIAN_HETAIROI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.86, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.51, 4.54, 3.51, 3.46, 3.51, 1.59, 1.59, 2.06, 1.57, 1.86, 100.00, 1.28, 1.00, 1.00, 1.55, 0.88, 0.88, 1.31, 100.00, 1.55, 0.94, 0.39, 0.72, 0.32, 0.74, 0.32, 0.64, 0.64, 100.00, 0.33, 0.22, 0.18, 0.22, 0.28, 0.20, 0.30, 0.28, 0.13, 0.13, 0.13, 0.09, 0.08, 100.00, 0.08, 0.11, 0.07, 100.00, 0.03, 0.05, 0.07, 0.05, 0.07, 0.05, 0.05, 0.04, 0.04, 0.01, 0.02, 0.02, 82.58, 0.04, 0.05, 0.04, 0.04, 0.02, 0.04, 0.04, 82.58, 0.01, 0.02, 0.03, 0.03, 0.03, 0.45, 0.11, 0.61, 1.86, 0.20, 0.42, 0.13, 1.66, 0.88, 1.00, 1.00, 0.05, 0.33, 0.17, 0.05, 0.13, 0.48, 0.39, 0.39, 4.28, 0.04, 100.00, 0.15, 100.00, 0.71, 0.45, 0.11, 0.01, 100.00, 0.08, 0.36, 0.11, 0.64, 0.26, 0.88, 0.30, 1.07, 0.15, 0.09, 1.94, 1.86, 100.00, 0.13, 1.84, 0.32, 2.35, 0.48, 0.39, 3.51, 100.00, 2.26, 0.22, 100.00
UNIT_PERSIAN_IMMORTAL, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.86, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 4.63, 5.54, 3.51, 3.46, 3.51, 1.59, 1.59, 2.74, 4.60, 2.68, 100.00, 3.79, 1.60, 1.00, 1.55, 1.43, 1.43, 1.77, 100.00, 1.55, 1.40, 0.77, 1.27, 0.32, 1.26, 0.32, 1.02, 1.02, 100.00, 1.24, 0.50, 0.44, 0.22, 0.49, 0.20, 0.30, 0.28, 0.30, 0.13, 0.13, 0.25, 0.24, 100.00, 0.08, 0.11, 0.07, 100.00, 0.03, 0.05, 0.19, 0.05, 0.06, 0.05, 0.05, 0.19, 0.04, 0.01, 0.02, 0.02, 84.23, 0.04, 0.05, 0.04, 0.04, 0.02, 0.04, 0.04, 82.58, 0.01, 0.02, 0.03, 0.04, 0.03, 0.85, 0.30, 0.91, 2.68, 0.20, 0.68, 0.13, 1.66, 1.43, 1.00, 1.00, 0.05, 1.24, 0.14, 0.05, 0.11, 0.37, 0.77, 0.39, 4.28, 0.04, 100.00, 0.68, 100.00, 0.71, 0.45, 0.11, 0.01, 100.00, 0.08, 0.36, 0.11, 0.64, 0.26, 1.43, 0.23, 1.07, 0.39, 0.16, 1.16, 2.68, 100.00, 0.13, 1.09, 0.32, 3.29, 0.37, 0.39, 4.63, 100.00, 4.50, 0.22, 100.00
UNIT_DIGGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 28.57, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 40.00, 25.00, 40.00, 25.00, 40.00, 25.00, 25.00, 16.66, 33.33, 28.57, 100.00, 33.33, 20.00, 20.00, 16.66, 20.00, 20.00, 16.66, 100.00, 16.66, 11.11, 13.22, 14.69, 11.23, 16.66, 11.23, 10.00, 10.00, 100.00, 16.66, 8.71, 7.09, 8.71, 8.33, 5.55, 6.66, 6.25, 4.54, 5.15, 5.15, 2.77, 2.76, 100.00, 2.76, 4.45, 3.21, 100.00, 0.83, 1.28, 3.34, 1.09, 1.48, 1.90, 1.90, 1.89, 0.86, 0.16, 0.20, 0.28, 82.58, 1.13, 1.28, 0.59, 0.78, 0.67, 0.59, 0.74, 82.58, 0.08, 0.13, 0.50, 0.86, 0.39, 13.33, 4.14, 12.50, 28.57, 5.55, 10.00, 5.15, 14.29, 20.00, 20.00, 20.00, 1.00, 16.66, 4.76, 2.18, 4.54, 9.09, 13.22, 13.22, 40.00, 1.45, 100.00, 9.67, 100.00, 11.11, 13.33, 4.45, 0.03, 100.00, 2.76, 11.40, 4.79, 10.00, 9.48, 20.00, 6.66, 20.00, 6.06, 6.09, 16.66, 28.57, 100.00, 5.15, 14.29, 11.23, 28.57, 9.09, 13.22, 40.00, 100.00, 40.00, 8.71, 100.00
UNIT_ZULU_IMPI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.88, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 4.79, 6.66, 9.48, 7.14, 7.27, 3.17, 3.17, 2.14, 4.73, 5.79, 100.00, 3.88, 1.38, 3.03, 2.27, 1.16, 1.16, 1.66, 100.00, 3.20, 1.70, 0.54, 1.00, 1.00, 2.14, 1.00, 0.83, 0.83, 100.00, 1.00, 0.30, 0.24, 0.45, 0.43, 0.31, 0.43, 0.40, 0.22, 0.39, 0.39, 0.12, 0.10, 100.00, 0.14, 0.33, 0.14, 100.00, 0.04, 0.06, 0.13, 0.07, 0.11, 0.07, 0.07, 0.08, 0.07, 0.02, 0.02, 0.03, 82.58, 0.05, 0.08, 0.05, 0.07, 0.04, 0.04, 0.05, 82.58, 0.01, 0.02, 0.04, 0.05, 0.05, 0.63, 0.14, 0.87, 2.56, 0.31, 0.60, 0.39, 1.75, 1.16, 3.03, 0.80, 0.06, 1.00, 0.27, 0.09, 0.22, 1.02, 0.54, 1.16, 8.89, 0.05, 100.00, 0.45, 100.00, 1.46, 1.38, 0.33, 0.01, 100.00, 0.21, 1.08, 0.36, 1.28, 0.78, 1.16, 0.43, 2.20, 0.21, 0.22, 2.05, 2.56, 100.00, 0.39, 1.89, 1.00, 3.23, 0.68, 1.16, 5.85, 100.00, 6.06, 0.45, 100.00
UNIT_KOREAN_HWACHA, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.53, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.19, 12.11, 16.39, 11.11, 16.39, 6.12, 6.12, 8.14, 13.53, 12.11, 100.00, 12.11, 6.92, 5.72, 7.14, 5.90, 5.90, 11.00, 100.00, 5.30, 6.00, 2.95, 4.63, 1.91, 5.12, 1.91, 4.86, 4.86, 100.00, 3.64, 1.83, 1.50, 0.88, 2.89, 0.63, 0.95, 0.83, 1.25, 0.74, 0.74, 0.69, 0.70, 100.00, 0.26, 0.63, 0.45, 100.00, 0.16, 0.22, 0.79, 0.12, 0.16, 0.13, 0.13, 0.44, 0.17, 0.07, 0.07, 0.08, 131.92, 0.20, 0.15, 0.10, 0.17, 0.07, 0.14, 0.16, 130.61, 0.04, 0.06, 0.07, 0.14, 0.12, 3.42, 0.98, 6.13, 12.11, 0.63, 4.14, 0.74, 5.88, 5.90, 5.72, 6.92, 0.21, 3.64, 1.00, 0.31, 0.34, 1.78, 2.95, 2.20, 16.39, 0.17, 100.00, 1.83, 100.00, 4.86, 2.61, 0.63, 0.02, 100.00, 0.39, 2.06, 0.69, 3.89, 1.49, 5.90, 0.70, 4.25, 1.34, 0.63, 3.33, 12.11, 100.00, 0.74, 2.79, 1.91, 10.61, 1.78, 2.20, 18.19, 100.00, 19.10, 0.88, 100.00
UNIT_SCOTTISH_HIGHLANDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 28.57, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 40.00, 25.00, 40.00, 25.00, 40.00, 21.77, 21.77, 16.66, 33.33, 28.57, 100.00, 28.57, 19.39, 19.39, 16.66, 18.68, 18.68, 20.00, 100.00, 16.66, 11.11, 8.61, 9.06, 7.06, 16.16, 7.06, 9.09, 9.09, 100.00, 10.45, 4.90, 3.79, 3.61, 8.00, 2.05, 2.94, 2.63, 2.64, 2.78, 2.78, 1.27, 1.53, 100.00, 1.11, 2.38, 1.46, 100.00, 0.55, 0.68, 1.57, 0.36, 0.52, 0.43, 0.43, 0.68, 0.47, 0.09, 0.11, 0.17, 130.61, 0.45, 0.50, 0.22, 0.43, 0.15, 0.31, 0.38, 130.61, 0.07, 0.09, 0.14, 0.31, 0.22, 10.04, 2.20, 14.29, 28.57, 2.05, 10.81, 2.78, 12.50, 18.68, 19.39, 19.39, 0.46, 10.45, 3.20, 1.00, 1.36, 9.09, 8.61, 8.61, 40.00, 0.68, 100.00, 4.90, 100.00, 11.11, 10.04, 2.38, 0.04, 100.00, 1.53, 7.77, 2.54, 9.09, 5.59, 18.68, 2.94, 17.55, 3.20, 2.38, 14.29, 28.57, 100.00, 2.78, 12.50, 7.06, 25.00, 9.09, 8.61, 40.00, 100.00, 40.00, 3.61, 100.00
UNIT_DE_ZEVEN_PROVINCIEN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 13.21, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 24.03, 26.00, 22.04, 25.00, 22.04, 11.64, 11.64, 17.66, 18.19, 14.93, 100.00, 14.93, 8.89, 7.60, 16.66, 7.45, 7.45, 6.88, 100.00, 9.09, 12.11, 3.66, 5.52, 2.47, 6.62, 2.47, 10.71, 10.71, 100.00, 4.50, 2.30, 1.86, 1.70, 2.04, 1.50, 2.20, 1.94, 2.36, 0.98, 0.98, 0.81, 0.85, 100.00, 0.51, 0.82, 1.07, 100.00, 0.22, 0.23, 0.61, 0.31, 0.45, 0.31, 0.31, 0.46, 0.19, 0.07, 0.08, 0.10, 131.92, 0.32, 0.23, 0.15, 0.18, 0.14, 0.15, 0.20, 130.61, 0.04, 0.07, 0.14, 0.15, 0.13, 4.21, 1.20, 4.00, 14.93, 1.50, 2.86, 0.98, 14.29, 7.45, 7.60, 8.89, 0.22, 4.50, 2.89, 0.73, 1.00, 8.00, 3.66, 2.86, 22.04, 0.48, 100.00, 2.30, 100.00, 10.81, 3.34, 0.82, 0.02, 100.00, 0.51, 2.66, 0.90, 9.73, 1.94, 7.45, 2.20, 7.88, 1.63, 0.82, 14.29, 14.93, 100.00, 0.98, 7.14, 2.47, 13.53, 8.00, 2.86, 24.03, 100.00, 25.00, 1.70, 100.00
UNIT_MONGOLIAN_KESHIG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.79, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.16, 8.27, 8.14, 7.06, 6.95, 7.06, 2.36, 2.36, 4.80, 3.64, 4.66, 100.00, 2.95, 2.70, 2.06, 3.30, 2.32, 2.32, 4.14, 100.00, 1.70, 2.34, 1.20, 1.74, 0.68, 2.08, 0.68, 1.66, 1.66, 100.00, 0.98, 0.78, 0.63, 0.35, 0.98, 0.20, 0.28, 0.24, 0.45, 0.27, 0.27, 0.34, 0.34, 100.00, 0.13, 0.23, 0.14, 100.00, 0.07, 0.11, 0.29, 0.06, 0.07, 0.06, 0.06, 0.18, 0.09, 0.03, 0.04, 0.05, 131.92, 0.09, 0.08, 0.05, 0.09, 0.03, 0.07, 0.09, 130.61, 0.02, 0.04, 0.04, 0.06, 0.06, 1.39, 0.40, 1.92, 4.66, 0.20, 1.37, 0.27, 2.96, 2.32, 2.06, 2.70, 0.11, 0.98, 0.56, 0.11, 0.13, 1.00, 1.20, 0.80, 7.88, 0.09, 100.00, 0.53, 100.00, 1.46, 0.95, 0.23, 0.02, 100.00, 0.17, 0.73, 0.24, 1.22, 0.54, 2.32, 0.28, 1.63, 0.56, 0.19, 3.48, 4.66, 100.00, 0.27, 1.64, 0.68, 5.12, 1.00, 0.80, 8.27, 100.00, 9.02, 0.35, 100.00
UNIT_GEORGIAN_KHEVSURETI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.01, 7.14, 9.01, 6.66, 9.01, 4.08, 4.08, 2.50, 8.71, 4.73, 100.00, 7.09, 2.53, 2.53, 2.15, 2.20, 2.20, 2.03, 100.00, 4.09, 1.42, 1.00, 1.89, 0.88, 1.86, 0.88, 1.02, 1.02, 100.00, 1.87, 0.59, 0.45, 0.59, 0.54, 0.38, 0.54, 0.50, 0.27, 0.32, 0.32, 0.17, 0.18, 100.00, 0.18, 0.28, 0.18, 100.00, 0.05, 0.09, 0.15, 0.09, 0.13, 0.09, 0.09, 0.13, 0.07, 0.02, 0.02, 0.03, 82.58, 0.07, 0.09, 0.06, 0.07, 0.04, 0.06, 0.07, 82.58, 0.01, 0.02, 0.04, 0.07, 0.05, 1.14, 0.26, 1.04, 4.73, 0.38, 0.74, 0.32, 2.08, 2.20, 2.53, 1.29, 0.07, 1.87, 0.34, 0.11, 0.27, 0.83, 1.00, 1.00, 10.61, 0.07, 100.00, 0.86, 100.00, 1.85, 1.14, 0.28, 0.01, 100.00, 0.18, 0.93, 0.31, 1.65, 0.69, 2.20, 0.54, 2.78, 0.39, 0.42, 2.27, 4.73, 100.00, 0.32, 2.17, 0.88, 6.06, 0.83, 1.00, 9.01, 100.00, 11.11, 0.59, 100.00
UNIT_MAPUCHE_MALON_RAIDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.01, 7.14, 9.01, 6.66, 9.01, 4.08, 4.08, 5.00, 4.14, 4.73, 100.00, 3.24, 2.53, 2.53, 4.09, 2.20, 2.20, 3.53, 100.00, 4.09, 2.47, 1.00, 1.89, 0.88, 1.86, 0.88, 1.65, 1.65, 100.00, 0.86, 0.59, 0.45, 0.59, 0.72, 0.51, 0.76, 0.70, 0.35, 0.32, 0.32, 0.17, 0.18, 100.00, 0.18, 0.28, 0.18, 100.00, 0.06, 0.09, 0.18, 0.10, 0.16, 0.10, 0.10, 0.07, 0.07, 0.02, 0.03, 0.04, 82.58, 0.07, 0.09, 0.06, 0.07, 0.04, 0.06, 0.07, 82.58, 0.01, 0.03, 0.05, 0.05, 0.05, 1.14, 0.26, 1.56, 4.73, 0.51, 1.05, 0.32, 4.16, 2.20, 2.53, 2.53, 0.07, 0.86, 0.45, 0.11, 0.35, 1.25, 1.00, 1.00, 10.61, 0.08, 100.00, 0.39, 100.00, 1.85, 1.14, 0.28, 0.01, 100.00, 0.18, 0.93, 0.31, 1.65, 0.69, 2.20, 0.76, 2.78, 0.39, 0.19, 4.54, 4.73, 100.00, 0.32, 4.35, 0.88, 6.06, 1.25, 1.00, 9.01, 100.00, 5.86, 0.59, 100.00
UNIT_CREE_OKIHTCITAW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.44, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.20, 0.83, 0.79, 0.83, 0.59, 0.83, 0.38, 0.38, 0.40, 0.56, 0.44, 100.00, 0.44, 0.23, 0.23, 0.40, 0.20, 0.20, 0.36, 100.00, 0.40, 0.24, 0.09, 0.19, 0.08, 0.17, 0.08, 0.16, 0.16, 100.00, 0.11, 0.07, 0.06, 0.07, 0.07, 0.06, 0.08, 0.08, 0.04, 0.05, 0.05, 0.04, 0.03, 100.00, 0.03, 0.04, 0.03, 100.00, 0.01, 0.02, 0.03, 0.02, 0.03, 0.02, 0.02, 0.02, 0.02, 0.01, 0.01, 0.01, 7.86, 0.02, 0.02, 0.02, 0.02, 0.01, 0.02, 0.02, 7.86, 0.00, 0.01, 0.01, 0.02, 0.01, 0.11, 0.04, 0.16, 0.44, 0.06, 0.11, 0.05, 0.42, 0.20, 0.23, 0.23, 0.02, 0.11, 0.06, 0.02, 0.04, 0.13, 0.09, 0.09, 1.00, 0.02, 100.00, 0.07, 100.00, 0.18, 0.11, 0.04, 0.01, 100.00, 0.03, 0.09, 0.05, 0.16, 0.07, 0.20, 0.08, 0.26, 0.05, 0.04, 0.38, 0.44, 100.00, 0.05, 0.45, 0.08, 1.23, 0.13, 0.09, 0.83, 100.00, 1.05, 0.07, 100.00
UNIT_SPEC_OPS, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 52.00, 34.33, 50.00, 33.33, 50.00, 31.83, 31.83, 21.00, 42.00, 35.33, 100.00, 35.33, 27.00, 25.00, 20.00, 24.22, 24.22, 26.00, 100.00, 20.00, 13.50, 13.65, 13.53, 10.45, 24.03, 10.45, 12.11, 12.11, 100.00, 17.94, 8.27, 6.65, 5.19, 11.79, 2.94, 4.36, 4.07, 4.80, 4.14, 4.14, 2.61, 2.86, 100.00, 1.63, 3.50, 2.16, 100.00, 0.77, 1.02, 2.89, 0.52, 0.73, 0.64, 0.64, 1.47, 0.68, 0.14, 0.16, 0.23, 131.92, 0.66, 0.75, 0.35, 0.64, 0.24, 0.47, 0.53, 130.61, 0.07, 0.11, 0.20, 0.47, 0.27, 15.93, 4.00, 17.66, 35.33, 2.94, 15.29, 4.14, 16.66, 24.22, 25.00, 27.00, 0.69, 17.94, 5.84, 1.46, 2.05, 11.11, 13.65, 12.08, 50.00, 1.00, 100.00, 8.27, 100.00, 12.50, 14.22, 3.50, 0.04, 100.00, 2.20, 11.65, 3.79, 11.11, 8.61, 24.22, 4.36, 21.77, 5.88, 3.50, 16.66, 35.33, 100.00, 4.14, 16.66, 10.45, 35.33, 11.11, 12.08, 52.00, 100.00, 50.00, 5.19, 100.00
UNIT_DRONE, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 1.00
UNIT_PIKE_AND_SHOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.65, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 9.48, 10.00, 15.38, 11.11, 12.50, 7.27, 7.27, 3.33, 10.85, 10.98, 100.00, 8.65, 3.03, 6.50, 3.57, 2.56, 2.56, 3.08, 100.00, 5.88, 2.50, 1.16, 2.24, 2.14, 4.79, 2.14, 1.59, 1.59, 100.00, 2.20, 0.67, 0.54, 1.00, 0.87, 0.61, 0.83, 0.78, 0.43, 0.86, 0.86, 0.20, 0.21, 100.00, 0.31, 0.72, 0.31, 100.00, 0.09, 0.10, 0.26, 0.15, 0.22, 0.15, 0.15, 0.14, 0.14, 0.02, 0.03, 0.04, 82.58, 0.09, 0.14, 0.08, 0.13, 0.05, 0.06, 0.10, 82.58, 0.02, 0.03, 0.06, 0.08, 0.09, 1.38, 0.30, 1.66, 5.79, 0.61, 1.17, 0.86, 2.78, 2.56, 6.50, 1.47, 0.10, 2.20, 0.54, 0.20, 0.43, 1.89, 1.16, 2.56, 14.28, 0.12, 100.00, 1.00, 100.00, 3.20, 3.03, 0.72, 0.01, 100.00, 0.46, 2.35, 0.78, 2.86, 1.70, 2.56, 0.83, 4.73, 0.46, 0.48, 3.13, 5.79, 100.00, 0.86, 2.94, 2.14, 6.17, 1.28, 2.56, 11.66, 100.00, 11.23, 1.00, 100.00
